_id,code_snippets,constraint,description.description_img_source,description.description_text,examples,kebabCaseName,name
63b595418ad4593d6b7b0206,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class Solution:\n    def canPartition(self, nums: List[int]) -> bool:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * @param {number[]} nums\n * @return {boolean}\n */\nvar canPartition = function(nums) {\n    \n};""}]","

1 <= nums.length <= 200
1 <= nums[i] <= 100

",null,"Given an integer array nums, return true if you can partition the array into two subsets such that the sum of the elements in both subsets is equal or false otherwise.
 
","[{""example_text"":""\nInput: nums = [1,5,11,5]\nOutput: true\nExplanation: The array can be partitioned as [1, 5, 5] and [11].\n"",""example_img_source"":null},{""example_text"":""\nInput: nums = [1,2,3,5]\nOutput: false\nExplanation: The array cannot be partitioned into equal sum subsets.\n"",""example_img_source"":null}]",partition-equal-subset-sum,Partition Equal Subset Sum
63b595428ad4593d6b7b0207,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class Solution:\n    def uniquePaths(self, m: int, n: int) -> int:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * @param {number} m\n * @param {number} n\n * @return {number}\n */\nvar uniquePaths = function(m, n) {\n    \n};""}]","

1 <= m, n <= 100

",null,"There is a robot on an m x n grid. The robot is initially located at the top-left corner (i.e., grid[0][0]). The robot tries to move to the bottom-right corner (i.e., grid[m - 1][n - 1]). The robot can only move either down or right at any point in time.
Given the two integers m and n, return the number of possible unique paths that the robot can take to reach the bottom-right corner.
The test cases are generated so that the answer will be less than or equal to 2 * 109.
 
","[{""example_text"":""\nInput: m = 3, n = 7\nOutput: 28\n"",""example_img_source"":""https://assets.leetcode.com/uploads/2018/10/22/robot_maze.png""},{""example_text"":""\nInput: m = 3, n = 2\nOutput: 3\nExplanation: From the top-left corner, there are a total of 3 ways to reach the bottom-right corner:\n1. Right -> Down -> Down\n2. Down -> Down -> Right\n3. Down -> Right -> Down\n"",""example_img_source"":null}]",unique-paths,Unique Paths
63b595438ad4593d6b7b0208,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class Solution:\n    def longestCommonSubsequence(self, text1: str, text2: str) -> int:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * @param {string} text1\n * @param {string} text2\n * @return {number}\n */\nvar longestCommonSubsequence = function(text1, text2) {\n    \n};""}]","

1 <= text1.length, text2.length <= 1000
text1 and text2 consist of only lowercase English characters.

",null,"Given two strings text1 and text2, return the length of their longest common subsequence. If there is no common subsequence, return 0.
A subsequence of a string is a new string generated from the original string with some characters (can be none) deleted without changing the relative order of the remaining characters.

For example, ""ace"" is a subsequence of ""abcde"".

A common subsequence of two strings is a subsequence that is common to both strings.
 
","[{""example_text"":""\nInput: text1 = \""abcde\"", text2 = \""ace\"" \nOutput: 3  \nExplanation: The longest common subsequence is \""ace\"" and its length is 3.\n"",""example_img_source"":null},{""example_text"":""\nInput: text1 = \""abc\"", text2 = \""abc\""\nOutput: 3\nExplanation: The longest common subsequence is \""abc\"" and its length is 3.\n"",""example_img_source"":null},{""example_text"":""\nInput: text1 = \""abc\"", text2 = \""def\""\nOutput: 0\nExplanation: There is no such common subsequence, so the result is 0.\n"",""example_img_source"":null}]",longest-common-subsequence,Longest Common Subsequence
63b595448ad4593d6b7b0209,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class Solution:\n    def maxProfit(self, prices: List[int]) -> int:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * @param {number[]} prices\n * @return {number}\n */\nvar maxProfit = function(prices) {\n    \n};""}]","

1 <= prices.length <= 5000
0 <= prices[i] <= 1000

",null,"You are given an array prices where prices[i] is the price of a given stock on the ith day.
Find the maximum profit you can achieve. You may complete as many transactions as you like (i.e., buy one and sell one share of the stock multiple times) with the following restrictions:

After you sell your stock, you cannot buy stock on the next day (i.e., cooldown one day).

Note: You may not engage in multiple transactions simultaneously (i.e., you must sell the stock before you buy again).
 
","[{""example_text"":""\nInput: prices = [1,2,3,0,2]\nOutput: 3\nExplanation: transactions = [buy, sell, cooldown, buy, sell]\n"",""example_img_source"":null},{""example_text"":""\nInput: prices = [1]\nOutput: 0\n"",""example_img_source"":null}]",best-time-to-buy-and-sell-stock-with-cooldown,Best Time To Buy And Sell Stock With Cooldown
63b595458ad4593d6b7b020a,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class Solution:\n    def change(self, amount: int, coins: List[int]) -> int:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * @param {number} amount\n * @param {number[]} coins\n * @return {number}\n */\nvar change = function(amount, coins) {\n    \n};""}]","

1 <= coins.length <= 300
1 <= coins[i] <= 5000
All the values of coins are unique.
0 <= amount <= 5000

",null,"You are given an integer array coins representing coins of different denominations and an integer amount representing a total amount of money.
Return the number of combinations that make up that amount. If that amount of money cannot be made up by any combination of the coins, return 0.
You may assume that you have an infinite number of each kind of coin.
The answer is guaranteed to fit into a signed 32-bit integer.
 
","[{""example_text"":""\nInput: amount = 5, coins = [1,2,5]\nOutput: 4\nExplanation: there are four ways to make up the amount:\n5=5\n5=2+2+1\n5=2+1+1+1\n5=1+1+1+1+1\n"",""example_img_source"":null},{""example_text"":""\nInput: amount = 3, coins = [2]\nOutput: 0\nExplanation: the amount of 3 cannot be made up just with coins of 2.\n"",""example_img_source"":null},{""example_text"":""\nInput: amount = 10, coins = [10]\nOutput: 1\n"",""example_img_source"":null}]",coin-change-ii,Coin Change Ii
63b595468ad4593d6b7b020b,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class Solution:\n    def findTargetSumWays(self, nums: List[int], target: int) -> int:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * @param {number[]} nums\n * @param {number} target\n * @return {number}\n */\nvar findTargetSumWays = function(nums, target) {\n    \n};""}]","

1 <= nums.length <= 20
0 <= nums[i] <= 1000
0 <= sum(nums[i]) <= 1000
-1000 <= target <= 1000

",null,"You are given an integer array nums and an integer target.
You want to build an expression out of nums by adding one of the symbols '+' and '-' before each integer in nums and then concatenate all the integers.

For example, if nums = [2, 1], you can add a '+' before 2 and a '-' before 1 and concatenate them to build the expression ""+2-1"".

Return the number of different expressions that you can build, which evaluates to target.
 
","[{""example_text"":""\nInput: nums = [1,1,1,1,1], target = 3\nOutput: 5\nExplanation: There are 5 ways to assign symbols to make the sum of nums be target 3.\n-1 + 1 + 1 + 1 + 1 = 3\n+1 - 1 + 1 + 1 + 1 = 3\n+1 + 1 - 1 + 1 + 1 = 3\n+1 + 1 + 1 - 1 + 1 = 3\n+1 + 1 + 1 + 1 - 1 = 3\n"",""example_img_source"":null},{""example_text"":""\nInput: nums = [1], target = 1\nOutput: 1\n"",""example_img_source"":null}]",target-sum,Target Sum
63b595478ad4593d6b7b020c,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class Solution:\n    def isInterleave(self, s1: str, s2: str, s3: str) -> bool:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * @param {string} s1\n * @param {string} s2\n * @param {string} s3\n * @return {boolean}\n */\nvar isInterleave = function(s1, s2, s3) {\n    \n};""}]","

0 <= s1.length, s2.length <= 100
0 <= s3.length <= 200
s1, s2, and s3 consist of lowercase English letters.

 
Follow up: Could you solve it using only O(s2.length) additional memory space?
",null,"Given strings s1, s2, and s3, find whether s3 is formed by an interleaving of s1 and s2.
An interleaving of two strings s and t is a configuration where s and t are divided into n and m substrings respectively, such that:

s = s1 + s2 + ... + sn
t = t1 + t2 + ... + tm
|n - m| <= 1
The interleaving is s1 + t1 + s2 + t2 + s3 + t3 + ... or t1 + s1 + t2 + s2 + t3 + s3 + ...

Note: a + b is the concatenation of strings a and b.
 
","[{""example_text"":""\nInput: s1 = \""aabcc\"", s2 = \""dbbca\"", s3 = \""aadbbcbcac\""\nOutput: true\nExplanation: One way to obtain s3 is:\nSplit s1 into s1 = \""aa\"" + \""bc\"" + \""c\"", and s2 into s2 = \""dbbc\"" + \""a\"".\nInterleaving the two splits, we get \""aa\"" + \""dbbc\"" + \""bc\"" + \""a\"" + \""c\"" = \""aadbbcbcac\"".\nSince s3 can be obtained by interleaving s1 and s2, we return true.\n"",""example_img_source"":""https://assets.leetcode.com/uploads/2020/09/02/interleave.jpg""},{""example_text"":""\nInput: s1 = \""aabcc\"", s2 = \""dbbca\"", s3 = \""aadbbbaccc\""\nOutput: false\nExplanation: Notice how it is impossible to interleave s2 with any other string to obtain s3.\n"",""example_img_source"":null},{""example_text"":""\nInput: s1 = \""\"", s2 = \""\"", s3 = \""\""\nOutput: true\n"",""example_img_source"":null}]",interleaving-string,Interleaving String
63b595488ad4593d6b7b020d,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class Solution:\n    def longestIncreasingPath(self, matrix: List[List[int]]) -> int:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * @param {number[][]} matrix\n * @return {number}\n */\nvar longestIncreasingPath = function(matrix) {\n    \n};""}]","

m == matrix.length
n == matrix[i].length
1 <= m, n <= 200
0 <= matrix[i][j] <= 231 - 1

",null,"Given an m x n integers matrix, return the length of the longest increasing path in matrix.
From each cell, you can either move in four directions: left, right, up, or down. You may not move diagonally or move outside the boundary (i.e., wrap-around is not allowed).
 
","[{""example_text"":""\nInput: matrix = [[9,9,4],[6,6,8],[2,1,1]]\nOutput: 4\nExplanation: The longest increasing path is [1, 2, 6, 9].\n"",""example_img_source"":""https://assets.leetcode.com/uploads/2021/01/05/grid1.jpg""},{""example_text"":""\nInput: matrix = [[3,4,5],[3,2,6],[2,2,1]]\nOutput: 4\nExplanation: The longest increasing path is [3, 4, 5, 6]. Moving diagonally is not allowed.\n"",""example_img_source"":""https://assets.leetcode.com/uploads/2021/01/27/tmp-grid.jpg""},{""example_text"":""\nInput: matrix = [[1]]\nOutput: 1\n"",""example_img_source"":null}]",longest-increasing-path-in-a-matrix,Longest Increasing Path In A Matrix
63b595498ad4593d6b7b020e,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class Solution:\n    def numDistinct(self, s: str, t: str) -> int:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * @param {string} s\n * @param {string} t\n * @return {number}\n */\nvar numDistinct = function(s, t) {\n    \n};""}]","

1 <= s.length, t.length <= 1000
s and t consist of English letters.

",null,"Given two strings s and t, return the number of distinct subsequences of s which equals t.
The test cases are generated so that the answer fits on a 32-bit signed integer.
 
","[{""example_text"":""\nInput: s = \""rabbbit\"", t = \""rabbit\""\nOutput: 3\nExplanation:\nAs shown below, there are 3 ways you can generate \""rabbit\"" from s.\nrabbbit\nrabbbit\nrabbbit\n"",""example_img_source"":null},{""example_text"":""\nInput: s = \""babgbag\"", t = \""bag\""\nOutput: 5\nExplanation:\nAs shown below, there are 5 ways you can generate \""bag\"" from s.\nbabgbag\nbabgbag\nbabgbag\nbabgbag\nbabgbag"",""example_img_source"":null}]",distinct-subsequences,Distinct Subsequences
63b5954a8ad4593d6b7b020f,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class Solution:\n    def minDistance(self, word1: str, word2: str) -> int:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * @param {string} word1\n * @param {string} word2\n * @return {number}\n */\nvar minDistance = function(word1, word2) {\n    \n};""}]","

0 <= word1.length, word2.length <= 500
word1 and word2 consist of lowercase English letters.

",null,"Given two strings word1 and word2, return the minimum number of operations required to convert word1 to word2.
You have the following three operations permitted on a word:

Insert a character
Delete a character
Replace a character

 
","[{""example_text"":""\nInput: word1 = \""horse\"", word2 = \""ros\""\nOutput: 3\nExplanation: \nhorse -> rorse (replace 'h' with 'r')\nrorse -> rose (remove 'r')\nrose -> ros (remove 'e')\n"",""example_img_source"":null},{""example_text"":""\nInput: word1 = \""intention\"", word2 = \""execution\""\nOutput: 5\nExplanation: \nintention -> inention (remove 't')\ninention -> enention (replace 'i' with 'e')\nenention -> exention (replace 'n' with 'x')\nexention -> exection (replace 'n' with 'c')\nexection -> execution (insert 'u')\n"",""example_img_source"":null}]",edit-distance,Edit Distance
63b5954b8ad4593d6b7b0210,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class Solution:\n    def maxCoins(self, nums: List[int]) -> int:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * @param {number[]} nums\n * @return {number}\n */\nvar maxCoins = function(nums) {\n    \n};""}]","

n == nums.length
1 <= n <= 300
0 <= nums[i] <= 100

",null,"You are given n balloons, indexed from 0 to n - 1. Each balloon is painted with a number on it represented by an array nums. You are asked to burst all the balloons.
If you burst the ith balloon, you will get nums[i - 1] * nums[i] * nums[i + 1] coins. If i - 1 or i + 1 goes out of bounds of the array, then treat it as if there is a balloon with a 1 painted on it.
Return the maximum coins you can collect by bursting the balloons wisely.
 
","[{""example_text"":""\nInput: nums = [3,1,5,8]\nOutput: 167\nExplanation:\nnums = [3,1,5,8] --> [3,5,8] --> [3,8] --> [8] --> []\ncoins =  3*1*5    +   3*5*8   +  1*3*8  + 1*8*1 = 167"",""example_img_source"":null},{""example_text"":""\nInput: nums = [1,5]\nOutput: 10\n"",""example_img_source"":null}]",burst-balloons,Burst Balloons
